00000000-0000-0000-0000-000000000000	126c62af-cf40-4649-a634-06d7770f7443	0	2025-11-22 01:09:32.060258	2025-11-19 15:21:08.658324	2025-11-22 00:59:27.271415	0.007	2.35	0	3	2025-11-22 00:59:27.260258	0.05
00000000-0000-0000-0000-000000000000	159277c4-6d53-4ac3-a99c-103f8da76515	1	2025-11-26 14:44:01.914372	2025-11-21 17:19:11.318782	2025-11-26 12:36:35.296707	0.08850283315257407	2.5	2	0	2025-11-26 12:36:35.269588	0.84
00000000-0000-0000-0000-000000000000	1ff4e6db-2004-42ea-8bf1-35e6f969a7a2	0	2025-11-26 13:06:37.658068	2025-11-21 17:20:27.709668	2025-11-26 12:56:32.890921	0.007	2.5	0	1	2025-11-26 12:56:32.858068	0.3
00000000-0000-0000-0000-000000000000	214405a8-cc68-46cb-9958-b69506f791bc	0	2025-11-22 01:14:10.038932	2025-11-21 17:15:37.813422	2025-11-22 01:04:05.247595	0.007	2.5	0	2	2025-11-22 01:04:05.238932	0.05
00000000-0000-0000-0000-000000000000	22f3ba9d-2c3f-4a91-96ab-581694762082	0	2025-11-23 11:37:54.996142	2025-11-21 17:20:22.508032	2025-11-23 11:27:50.235988	0.007	2.5	0	2	2025-11-23 11:27:50.196142	0.05
00000000-0000-0000-0000-000000000000	247bdc57-0e9a-4a0d-b220-0fe234543c47	0	2025-11-22 01:20:34.215097	2025-11-21 17:18:00.522234	2025-11-22 01:10:29.426169	0.007	2.5	0	2	2025-11-22 01:10:29.415097	0.05
00000000-0000-0000-0000-000000000000	35c65f71-73f4-4122-806e-2a4e1f92c996	0	2025-11-22 01:16:19.824772	2025-11-21 17:17:13.213003	2025-11-22 01:06:15.03383	0.007	2.5	0	2	2025-11-22 01:06:15.024772	0.05
00000000-0000-0000-0000-000000000000	3650fe7b-dd42-4040-9e72-fdb2d60a4335	0	2025-11-23 11:37:17.928737	2025-11-21 17:18:45.292635	2025-11-23 11:27:13.144017	0.007	2.5	0	2	2025-11-23 11:27:13.128737	0.05
00000000-0000-0000-0000-000000000000	62b2b2e8-0b65-4d8d-bffa-e5b49274823f	0	2025-11-22 01:14:35.704341	2025-11-21 17:15:46.743674	2025-11-22 01:04:30.912557	0.007	2.5	0	2	2025-11-22 01:04:30.904341	0.05
00000000-0000-0000-0000-000000000000	74b32f4f-de3a-4add-981f-3cc47cb284b6	0	2025-11-23 11:38:07.291222	2025-11-21 17:21:20.214045	2025-11-23 11:28:02.510207	0.007	2.5	0	2	2025-11-23 11:28:02.491222	0.05
00000000-0000-0000-0000-000000000000	7823ca16-5c2b-45fa-b26d-8a5b58fc45c3	0	2025-11-22 01:20:09.540942	2025-11-21 17:17:21.388777	2025-11-22 01:10:04.751373	0.007	2.5	0	2	2025-11-22 01:10:04.740942	0.05
00000000-0000-0000-0000-000000000000	7d907cb5-a74d-4a69-9301-a62ee1148835	0	2025-11-26 13:10:12.156585	2025-11-21 17:21:32.997577	2025-11-26 13:00:07.376987	0.007	2.5	0	1	2025-11-26 13:00:07.356585	0.3
00000000-0000-0000-0000-000000000000	7e2bc890-2e2e-434c-937e-7da005bc670d	0	2025-11-26 13:11:07.436654	2025-11-21 17:21:43.673632	2025-11-26 13:01:02.638402	0.007	2.5	0	1	2025-11-26 13:01:02.636654	0.3
00000000-0000-0000-0000-000000000000	854c7986-b381-4928-83e1-3a1886f88c44	0	2025-11-26 13:01:34.210955	2025-11-21 17:20:05.868875	2025-11-26 12:51:29.433149	0.007	2.5	0	1	2025-11-26 12:51:29.410955	0.3
00000000-0000-0000-0000-000000000000	891b75a3-ba62-4ec1-bb8b-bd276bd3089c	0	2025-11-22 01:11:54.218063	2025-11-21 17:15:18.816564	2025-11-22 01:01:49.427911	0.007	2.5	0	2	2025-11-22 01:01:49.418063	0.05
00000000-0000-0000-0000-000000000000	8ab133bb-d08c-4233-a5dd-63080b4dfa22	0	2025-11-22 01:20:24.326524	2025-11-21 17:17:40.856483	2025-11-22 01:10:19.557573	0.007	2.5	0	2	2025-11-22 01:10:19.526524	0.05
00000000-0000-0000-0000-000000000000	9e0eb60b-8e97-415b-849e-fccdfb955c9f	1	2025-11-26 14:53:35.922326	2025-11-21 17:19:51.603849	2025-11-26 12:46:09.287703	0.08850283315257407	2.5	2	0	2025-11-26 12:46:09.277542	0.84
00000000-0000-0000-0000-000000000000	a1b1788b-6095-4ac1-82a5-2731dc2f2653	0	2025-11-22 01:10:05.234427	2025-11-19 15:21:25.398841	2025-11-22 01:00:00.462152	0.007	2.5	3	0	2025-11-22 01:00:00.434427	0
00000000-0000-0000-0000-000000000000	b76d1c9a-b3f4-41f5-8800-b1cf7bd8d87f	0	2025-11-22 01:15:53.204061	2025-11-21 17:16:19.277766	2025-11-22 01:05:48.424529	0.007	2.5	0	2	2025-11-22 01:05:48.404061	0.05
00000000-0000-0000-0000-000000000000	b9c37fea-4d5c-4a76-8d73-5eb0048764f6	0	2025-11-22 01:16:07.153314	2025-11-21 17:16:49.626046	2025-11-22 01:06:02.362584	0.007	2.5	0	2	2025-11-22 01:06:02.353314	0.05
00000000-0000-0000-0000-000000000000	cbdcd9b6-df11-40ec-9f4f-3dc40d4150aa	1	2025-11-21 18:52:55.688482	2025-11-21 17:21:53.83424	2025-11-21 17:21:53.83424	0.06321630939469576	2.5	1	0	2025-11-21 17:21:53.79935	0.6
00000000-0000-0000-0000-000000000000	ce2ea147-552d-4625-b26e-3b42818e95da	1	2025-11-21 18:53:06.340603	2025-11-21 17:22:04.504001	2025-11-21 17:22:04.504001	0.06321630939469576	2.5	1	0	2025-11-21 17:22:04.451471	0.6
00000000-0000-0000-0000-000000000000	d1946525-45be-44ca-8c27-bd38ea7b11ac	0	2025-11-22 01:15:16.135258	2025-11-21 17:16:08.714925	2025-11-22 01:05:11.393941	0.007	2.5	0	2	2025-11-22 01:05:11.335258	0.05
00000000-0000-0000-0000-000000000000	dab39aac-9bb3-45fa-b01b-5dbf3f1bed4b	0	2025-11-23 11:37:42.973172	2025-11-21 17:18:59.62056	2025-11-23 11:27:38.187128	0.007	2.5	0	2	2025-11-23 11:27:38.173172	0.05
