3a2de972-d16a-4982-af59-e5093c5ff90e	00000000-0000-0000-0000-000000000000	9e0eb60b-8e97-415b-849e-fccdfb955c9f	true	14093	2025-11-26 12:46:09.277542
3ebeff0d-5830-4ab1-8e98-668dd0a1cd65	00000000-0000-0000-0000-000000000000	8ab133bb-d08c-4233-a5dd-63080b4dfa22	false	19387	2025-11-21 17:17:40.872472
3fdaef85-f5a9-4f10-8575-ccc9359996af	00000000-0000-0000-0000-000000000000	d6a90c71-da99-4dc9-87a6-2a50b7247f97	false	24415	2025-11-14 15:25:34.011789
4017cfc6-0fe3-46b3-b7c0-b41a4b9e75cf	00000000-0000-0000-0000-000000000000	74b32f4f-de3a-4add-981f-3cc47cb284b6	false	13136	2025-11-21 17:21:20.204694
448c74ef-0c88-49d4-9eea-1c5f24206e0a	00000000-0000-0000-0000-000000000000	22f3ba9d-2c3f-4a91-96ab-581694762082	false	11975	2025-11-23 11:27:50.196142
4760c06d-3bf4-4276-8bc0-54aa79eed710	00000000-0000-0000-0000-000000000000	7f732d11-f962-41ff-a41d-e412fb4dcf32	false	7469	2025-11-12 13:42:48.548758
4a15514b-49c2-4d62-9235-3fc75bc8cce0	00000000-0000-0000-0000-000000000000	cceefd7b-0f8f-424e-9f26-f29a13c7178c	true	15459	2025-11-09 15:28:47.421983
4e879551-b3af-4b7c-b7c1-adcd4ad59baa	00000000-0000-0000-0000-000000000000	9a19e7b2-9787-4921-addb-49748c89030e	true	37286	2025-11-14 14:25:33.864649
5046dd68-c908-4e17-8cb5-40cc369328b6	00000000-0000-0000-0000-000000000000	22f016db-d607-4ac1-ab47-adb14de0e934	false	3443	2025-11-09 14:46:44.174996
52e6bedd-e2ba-49b4-9f2c-5af65cc39c6a	00000000-0000-0000-0000-000000000000	e6f4c069-57ef-4f42-986c-79ba125fe3fb	false	18946	2025-11-17 00:57:43.58209
5d9e741e-4155-4130-b056-f645174b12fe	00000000-0000-0000-0000-000000000000	8a7e682b-6cdb-4c24-b5cf-7884628bb703	false	406645	2025-11-09 15:38:03.720829
5ef87685-0b56-4ed0-933a-049d0f5d690b	00000000-0000-0000-0000-000000000000	ec700e5a-0699-41c5-b422-6171530f829a	false	26349	2025-11-22 01:00:26.881461
5f620f0e-6afd-467e-bcfc-9d764e192664	00000000-0000-0000-0000-000000000000	247bdc57-0e9a-4a0d-b220-0fe234543c47	false	19499	2025-11-21 17:18:00.519838
5f992551-9346-43c5-bbf8-0422390e3b5d	00000000-0000-0000-0000-000000000000	7a2b1a8b-2928-4402-8ba0-4c4d3bd3bc67	false	16192	2025-11-12 13:38:54.203024
60dbc4a8-ed2e-4fd0-982c-2fba97ec3f17	00000000-0000-0000-0000-000000000000	b9c37fea-4d5c-4a76-8d73-5eb0048764f6	false	13861	2025-11-22 01:06:02.353314
61db4709-7cc7-4a8f-844a-79510eb3a8a8	00000000-0000-0000-0000-000000000000	d1946525-45be-44ca-8c27-bd38ea7b11ac	false	40376	2025-11-22 01:05:11.335258
6279c22c-1440-4c58-ab9e-dddfb7367086	00000000-0000-0000-0000-000000000000	cbdcd9b6-df11-40ec-9f4f-3dc40d4150aa	true	10073	2025-11-21 17:21:53.79935
